Column1,Column2,Column3
人生何处不寻觅,男,"这剧我电影院二刷，第一次是一个人去看的，第二次带女朋友去看，真的电影院太无敌了，粤语虽然听着有难度，但是那种戏曲的魅力会被无限放大，因为台词需要我们去认真听。
里面服饰建筑太漂亮了！我最喜欢结婚的时候那个圆窗子，里面两人穿红色婚服，太漂亮了！我将来结婚也想搞一套宋代婚服！[doge]
这部电影可以给任何年龄段的人看，它真的就是那种……经典，你懂吗？我言语无法形容，这是中华文化的经典，恕我学识浅薄无法形容。"
反对核污水排放,保密,当时去电影院，只有一个人看，当天下午像包场似的（为此感到惋惜不已）没想到b站竟然有了[热词系列_好耶][热词系列_好活][热词系列_再来亿遍]
王壹吉他,保密,太美了，这几年看到的最好的电影?????????
人民万岁75,保密,这个片子不错，就是只有六分钟，希望导演赶紧拍下一部
进取号的蓝衫,保密,好了，好了，太棒了。
山下的人,男,电影院贡献两张票，审美审美审美
安心睡觉的王小玲,女,一念缘起，一步禅空[大哭]
蒹葭苍苍yEnm,男,怎么看时间期限呀，我不知道我还有几天到期[捂眼]
萨铁德,男,好电影...
又是海棠覆满肩,女,[给心心]因为南京排片特别少大影院都不排片，跟小伙伴跑了好远在小影院刷了两遍还觉得不够。不得不说制作精良，构图画面张张壁纸，戏曲演员眼神有戏，演技特别好，打戏比近些年的武打电影都精彩。绝对是打破了我们年轻一辈对戏曲电影陈旧的印象[打call][打call][打call]
安离素,男,已买，支持一下[打call]
腩儿当自强,保密,简直赏心悦目
阿米阿敏,保密,我好想看这电影，但好像系广州疫情原因上映时没得去电影院看
明天有猫了吗,女,影院看的特效贼震撼！再来一次！
麟仔与小黄,保密,新玩法，用数据线连接车载音频。新感觉
一蒙一蒙一蒙,保密,素贞婚前不说明白，也是她该着的遍体伤痕
问题很多的小朋友,保密,如果能一次性付清3个月费用就好了
沈呈阅,保密,[笑哭]买的过期了
Lighoykit,男,7天没看够啊，还是得再买一次
枫叶踏刀光,女,想再看一遍还要继续花??买一次[捂脸]
雨落青花酒丶,保密,说实话，值得花点钱去看。。
暮离0424,保密,[OK]支持一波，电影院自己贡献了三张票，这里再一张
yohans哟哈尼丝,保密,真的好看呀，不排片，好想看的
苏焕祯,保密,一边看一边截图，手机都要没电啦，每一帧都好美[打call][打call][打call]
玩个小号,保密,北方人，听不懂粤语看不懂粤剧，看完这部电影，喜欢上了粤剧。
悠悠小悦,保密,我觉得没亏，没有小鲜肉所谓的明星爱豆[doge]这省钱的一大步啊，再加上几位戏曲老师都是真把式替身又省了一笔[doge]这么算下来好像就是老师的服装道具和特效拍摄需要费点大钱
巽坎孬,保密,上次没看完这次又要重新买
我是大神强,保密,17号刚刚在上海徐汇宛平剧院看的舞台剧，很震撼，电影没看过，会补。但比较尴尬的是，当唱曲一起，我居然想到了美姨（华月媚）的那撼人的声音[笑哭][惊讶]应该有同感的同胞吧，其实那时就感觉越剧唱曲很美感
凛ko,保密,之前买的7天到期了 忍不住再买了7天支持！
六浨笙,女,麻了啊，买了要考试就想着考完看，结果忘了。。。现在又要重新买。。。。
谷子慕,女,电影院看完B站看[doge]
新鲜西兰花,保密,[Cat_congrats]这个版本的法海好带感，对味了对味了~~小青和大白[Cat_pressure]的眼神都是戏~~
醉千觴,保密,以前从没听过粤剧，看了这部戏的开头就觉得好有韵味，人美歌美景美，果断买了，很值[给心心][给心心][给心心]
风之循环,保密,"虽然到期了，那再续一波。最近天天看，简直回本
另，什么时候会出唱段合集CD"
焦灼的蚂蚁,保密,为什么购买了不能重复看的？购买了只能看一次？
便害相思,女,美如画啊 美如画~
夜琉璃丶霖,男,走的有情路线，真的不错！希望以后能再有这样文化创意！真心爱了！[打call]
Banoffee-,保密,666
山水小丸子,保密,水袖真的太美了
虐动物变态一键举报,男,东西挺好，欣赏不了
吼姆酱不是兔子,女,心醉了 最后那个唱段真是绝了
lfatbpig,保密,贫穷让我打开了浏览器
贫道呸你一脸仙珍玉液,保密,我开了会员，看这个还得在充钱。和爱奇艺有什么区别。
扑棱扑棱的呢,保密,想不到我买了会员还要花钱买片
想炸烂这个世界,保密,靠 b站居然买了这个 当时没时间去电影院错过了 广东人表示放假回家马上冲[打call]
阿阿阿狸喜欢你,保密,我淦！好美的画面好美的曲～我醉了…
嗪郁泱,保密,终于在线上看到了，但是没去影院看真的太可惜了[大哭]心心念念盼着结果影院没排片[委屈]希望这种新形式的戏曲电影还能有，[热词系列_吹爆]国粹
恋人青文,保密,"我现在才知道有这部电影呀 太可惜了 好想在电影院看 呜呜呜呜呜[大哭]
无论是广州还是佛山上映我都可以去看的呀
太可惜了"
Sampop-J,男,古代人的发量真是那么多嘛[doge]
樂先生的猫,男,太震撼了
道劍劍非道,保密,第一周收费没问题，现在网上都流出完整的种子了，还额外收费就离谱。
唯夢挽歌長,保密,趁好天时那段大家一定要看看舞台版诶！！
不想加糖的糖,保密,[青蛇劫起_加油][青蛇劫起_好耶][青蛇劫起_哭哭]
乌拉瑞斯,保密,意境太美了
hufay,保密,付费观看以示支持！
伤心的小米粒,保密,靡靡之音
我的师尊有点强,男,这波啊，这波是佛祖预料到了千年后封建王朝的结束，共和之春到来，人民思想自由解放，所以才锁了千年。
歐氣,保密,粤剧好评
龙池卧浅山,保密,1:22:00 扇嘴巴子 不谢[嗑瓜子]
麦生-_-,保密,小白娇娇俏俏的，好甜啊！小青也好飒
怕织网的蜘蛛,保密,这个电影可以投屏吗？我没看到有投屏的选项啊。还有云视听小电视上这个电影播出来是花屏，根本看不了，希望官方及时修正。
驻站的小魔女,保密,好看啊，太美了
阳罗际,男,很清新脱俗
奈田泉,女,我当时去电影院看的，除了我还有一个晚到半场的大爷，就我们俩人[藏狐]
jiao131452,男,今年2部都讲水漫金山跟雷峰塔的 都很有心意
申时客,保密,说黑色是入魔了给爷出来，请你们尝尝老秦人的铁拳
品类的,保密,后悔没去电影院看
自愿做打工仔,女,因为有事当时一直没去看，后面有空了附近影院都没排片了，太少了[撇嘴]
大萌神的死忠,男,相比白蛇我更喜欢青蛇
白壳黑腹的蜗牛,男,角色脸太凶了
Helgaaaaa,保密,好看
伊卡洛斯真无羽,保密,小地方电影院没上映，很庆幸有生之年可以看到正版，还是再小破站
足小姬,保密,凡有田夫野老，蚕妇村氓，除了几个脑髓里有点贵恙的之外，可有谁不为白娘娘抱不平，不怪法海太多事的?
叁鱼无梦生,男,我就两字评论，好看![打call][打call][打call][打call][打call]
账号已注销,保密,绝绝子！
Ring铃铛酱,女,之前上映的时候我们十八线小县城没有排片就没得看，勾选了某酷的追剧，但一直好久没见到片源上线，今天无意中刷到B站就赶紧买了看，真是太开心了。剧中各位老师的演出真是精彩，尤其喜欢曾老师的眼神戏，一颦一笑都是风情，人物性格、心态诠释地超棒????期待主创团队们下一部好作品，也希望资本方能看到大家的喜欢，多多给排片~
一朝暮兮,女,之前看预告就想去看，等上映了想抽空去看时，一看我这边排片一点不合理，好的时间段基本给别的电影了[大哭]
Cathy-棠棠,女,实话 感觉男生说粤语不如女生说好听 男生不用杠我 我是个不会说粤语的女废柴[tv_抠鼻]
逆转大格子,保密,去线下和同学一起看的，超级爽
妓门浪子,女,在家把几个弟弟妹妹安利来看，虽然是广东人但是几个小孩子完全不会讲粤语，对于一些广东文化也不理解甚至不能接受[难过]
账号已注销,保密,听不懂也看不懂[冷]
在座各位都烤了吃,保密,准备捉妖！ 大威天龙！ 淦！
oooo0-00oO,女,12块而已啊啊！！！
KajiQ大好き,保密,太惨了！因为疫情没看到，上个月陆陆续续的上较小的电影院，家里附近有一个，结果上映的时候都是10点，鄙人要上班啊！！！好不容易国庆放假结果就没了！！[大哭][大哭][大哭][大哭][大哭][大哭]
小狗曲琦饼,男,母胎单身00年183 130 有没有姐妹认识一下我！??虽然在这里发这个好像不合适 看完真的想恋爱了！！！ 你快来吧
龙阿姨洗铁路,女,眼神都好有戏-！真的很棒啊。
起名字的日常,男,好看，老广听粤剧很亲切
从未来过这世界,保密,我师兄念你修为不易，你走吧[脱单doge]
星霜瑶月,保密,"上周日买的今天到期了,继续付费刷,一周五十遍,太上头了~[打call][打call][打call]"
尹清荷女大侠,女,我当时超级想看，结果我们家附近所以电影院都没排片[大哭]
古靥大小姐,女,线下没得看，终于线上补了，这才是我想看的白蛇缘起2，许仙和许宣都说了人妖之分不在身而在情。白蛇传情的传统古风之美、戏曲和遣词用句直让人陶醉其中，如居兰室。剧情安排亦有情有理，配角主角均有血有肉，而不是工具人般的刻板脸谱化，啊啊啊啊啊遗憾不能在影院看3D
红尘炼心求安生,保密,12块买个精神愉悦我只能说爽死了爽死了 那些喷收费的只能说格局小了[怪我咯]
尼克凉霜,女,当时在大荧幕上看特别震撼！超级美！
请叫我墨蚺,保密,续费了续费了，好看不厌，多来几遍[OK]
李洛李洛洛,男,续期续期！！！
钟德华,男,https://www.bilibili.com/video/BV1Jv411n74D/
思南天马行空,男,第一批购买已到期
快乐水うまい,男,希望豫剧也来一波
钟德华,男,https://www.bilibili.com/video/BV1bu411Z7ta/
三百里榴火,男,太好了，又可以付费了[呲牙]以后每周六块钱支持一下
嗷嗷嗷嗷哎呦岔气辣,保密,@染色体集团老板千金x 戏曲？
新世纪sai2战士,保密,影院里看过了，虽然只有我和一对情侣[妙啊]，但很美倒是真的，特别是舞水袖的情节
肥豚豚鱼,女,？为什么不能投屏看啊 好气！
不嫉妒芭比,男,好吧 艺术电影。
YAOQING团子,女,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊终于可以在网上看片了，宅女实在不想出门看电影
周一封神榜,保密,可以投屏吗？
不贰龙儿,保密,我国传统文化博大精深，绝不是流量资本剧能相比的，也不是快餐文化下的短视频可以言表的。现代科技发达，我们自身的文化底蕴和素养不能断，要利用好技术来弘扬传统文化的精髓。科技和文化的结合，这部电影做到了。
君啥啥,保密,很绝，我只能说，很绝这电影
账号已注销,保密,一开始b站自来水，现在b站独播，也算是互相成就了[OK]
开水煮辣条,男,这种新旧艺术的碰撞带来的火花真的很惊艳，希望制作方再制作类似的好戏曲电影
我是到陕西坐牢的,保密,西安奥斯卡当时排了片，但是没看到海报[哭泣]我以为还是哪个爱奇艺流拍的快餐片就没看
一笑jiang,女,很有意思 ，当时在电影院看的，视觉听觉皆享受
三月江山1,保密,这不像西湖，像桂林山水
西风雨落,保密,盗仙草二仙童问师尊回来询问怎么办，有个弹幕没把我乐死：你就说是个毛脸雷公嘴的和尚拿了哈哈哈哈哈哈哈哈哈
98祖國老花朵,女,哇！！小破站牛逼！！！因为要带娃，一直不方便去电影院看。现在终于能看了！！！开心！！！
